0.000000000000000000e+00,1.666952395022195110e-01
5.025125628140703592e-03,1.890194247796891658e-01
1.005025125628140718e-02,2.081117929683279910e-01
1.507537688442210991e-02,2.233649694120901363e-01
2.010050251256281437e-02,2.342274430298285359e-01
2.512562814070351883e-02,2.402189062817789156e-01
3.015075376884421982e-02,2.409447969552788171e-01
3.517587939698492427e-02,2.361096803111979447e-01
4.020100502512562873e-02,2.255291173931919246e-01
4.522613065326633319e-02,2.091396805705588446e-01
5.025125628140703765e-02,1.870068007150116618e-01
5.527638190954774211e-02,1.593301616858484593e-01
6.030150753768843963e-02,1.264463967264473632e-01
6.532663316582915103e-02,8.882888749163481146e-02
7.035175879396984855e-02,4.708451909036585892e-02
7.537688442211055995e-02,1.947302933477041472e-03
8.040201005025125747e-02,-4.573115764430815688e-02
8.542713567839195499e-02,-9.499431717697370825e-02
9.045226130653266639e-02,-1.447963421985398180e-01
9.547738693467336391e-02,-1.940205882975859220e-01
1.005025125628140753e-01,-2.415006486972176847e-01
1.055276381909547728e-01,-2.860436548286097169e-01
1.105527638190954842e-01,-3.264554446007703614e-01
1.155778894472361817e-01,-3.615671541921194887e-01
1.206030150753768793e-01,-3.902627356884686982e-01
1.256281407035175768e-01,-4.115068571898253813e-01
1.306532663316583021e-01,-4.243726054309704954e-01
1.356783919597989996e-01,-4.280683847048619151e-01
1.407035175879396971e-01,-4.219633909812051664e-01
1.457286432160803946e-01,-4.056110374248917405e-01
1.507537688442211199e-01,-3.787697176767187979e-01
1.557788944723618174e-01,-3.414203166622354901e-01
1.608040201005025149e-01,-2.937799154894968345e-01
1.658291457286432125e-01,-2.363111870602055964e-01
1.708542713567839100e-01,-1.697270419505890748e-01
1.758793969849246352e-01,-9.499015923638638725e-02
1.809045226130653328e-01,-1.330712327857182416e-02
1.859296482412060303e-01,7.388301618115689084e-02
1.909547738693467278e-01,1.649258384362116414e-01
1.959798994974874531e-01,2.579742669682686951e-01
2.010050251256281506e-01,3.510167551499523420e-01
2.060301507537688481e-01,4.419106732073380117e-01
2.110552763819095456e-01,5.284205076416020885e-01
2.160804020100502432e-01,6.082603667772845668e-01
2.211055276381909684e-01,6.791401730045677487e-01
2.261306532663316660e-01,7.388148160862284541e-01
2.311557788944723635e-01,7.851354450469841817e-01
2.361809045226130610e-01,8.161019910130407062e-01
2.412060301507537585e-01,8.299159421504206380e-01
2.462311557788944838e-01,8.250323366072125353e-01
2.512562814070351536e-01,8.002099019120512136e-01
2.562814070351758788e-01,7.545582511571606865e-01
2.613065326633166041e-01,6.875810487190717746e-01
2.663316582914572739e-01,5.992140821077422963e-01
2.713567839195979992e-01,4.898572222620510841e-01
2.763819095477387244e-01,3.603993222907218574e-01
2.814070351758793942e-01,2.122351939264787157e-01
2.864321608040201195e-01,4.727391101140004936e-02
2.914572864321607892e-01,-1.320621810853856160e-01
2.964824120603015145e-01,-3.228482237830965773e-01
3.015075376884422398e-01,-5.216776818207505828e-01
3.065326633165829096e-01,-7.246933920511137162e-01
3.115577889447236348e-01,-9.276287717068463223e-01
3.165829145728643046e-01,-1.125858939283432614e+00
3.216080402010050299e-01,-1.314461303328629871e+00
3.266331658291457551e-01,-1.488284976431768047e+00
3.316582914572864249e-01,-1.642028177363710206e+00
3.366834170854271502e-01,-1.770322597501298834e+00
3.417085427135678199e-01,-1.867823532256049912e+00
3.467336683417085452e-01,-1.929304418021525080e+00
3.517587939698492705e-01,-1.949754273815121453e+00
3.567839195979899403e-01,-1.924476427751508290e+00
3.618090452261306655e-01,-1.849186814879787422e+00
3.668341708542713353e-01,-1.720110067506509299e+00
3.718592964824120606e-01,-1.534071584234441010e+00
3.768844221105527859e-01,-1.288583761395492688e+00
3.819095477386934556e-01,-9.819246016149922873e-01
3.869346733668341809e-01,-6.132069795861998518e-01
3.919597989949749062e-01,-1.824369447995012605e-01
3.969849246231155759e-01,3.094404256531981812e-01
4.020100502512563012e-01,8.605089452699161701e-01
4.070351758793969710e-01,1.467864132097814300e+00
4.120603015075376963e-01,2.127611819033107476e+00
4.170854271356784215e-01,2.834883212145446585e+00
4.221105527638190913e-01,3.583866778923082030e+00
4.271356783919598166e-01,4.367857061964419252e+00
4.321608040201004863e-01,5.179320215464900734e+00
4.371859296482412116e-01,6.009975757025824983e+00
4.422110552763819369e-01,6.850893721299386563e+00
4.472361809045226066e-01,7.692606100441788719e+00
4.522613065326633319e-01,8.525231165029408587e+00
4.572864321608040017e-01,9.338608983751937487e+00
4.623115577889447270e-01,1.012244620646116999e+01
4.673366834170854522e-01,1.086646794842317476e+01
4.723618090452261220e-01,1.156057441895444171e+01
4.773869346733668473e-01,1.219499977962642490e+01
4.824120603015075170e-01,1.276047059995633148e+01
4.874371859296482423e-01,1.324836120537676187e+01
4.924623115577889676e-01,1.365084318597330082e+01
4.974874371859296374e-01,1.396102635687631199e+01
5.025125628140703071e-01,1.417308853330339069e+01
5.075376884422110324e-01,1.428239160517898831e+01
5.125628140703517577e-01,1.428558156717598671e+01
5.175879396984924830e-01,1.418067037815158926e+01
5.226130653266332082e-01,1.396709778656689238e+01
5.276381909547738225e-01,1.364577156195104912e+01
5.326633165829145478e-01,1.321908491228981752e+01
5.376884422110552730e-01,1.269091023806859120e+01
5.427135678391959983e-01,1.206656876953547908e+01
5.477386934673367236e-01,1.135277604789072647e+01
5.527638190954774489e-01,1.055756363635135742e+01
5.577889447236180631e-01,9.690177875781795791e+00
5.628140703517587884e-01,8.760956923955962594e+00
5.678391959798995137e-01,7.781187729538054931e+00
5.728643216080402389e-01,6.762944983579632918e+00
5.778894472361809642e-01,5.718914454958900606e+00
5.829145728643215785e-01,4.662203444296621591e+00
5.879396984924623037e-01,3.606141376525449083e+00
5.929648241206030290e-01,2.564073789154572403e+00
5.979899497487437543e-01,1.549153155816162863e+00
6.030150753768844796e-01,5.741301082649069576e-01
6.080402010050250938e-01,-3.488513190105845263e-01
6.130653266331658191e-01,-1.208450801543880182e+00
6.180904522613065444e-01,-1.994317645609688938e+00
6.231155778894472697e-01,-2.697262104714848618e+00
6.281407035175879949e-01,-3.309408882333395585e+00
6.331658291457286092e-01,-3.824329877054373217e+00
6.381909547738693345e-01,-4.237153551365660853e+00
6.432160804020100597e-01,-4.544648684823752838e+00
6.482412060301507850e-01,-4.745280700325041678e+00
6.532663316582915103e-01,-4.839239221508274902e+00
6.582914572864321245e-01,-4.828436021950356150e+00
6.633165829145728498e-01,-4.716473053927912495e+00
6.683417085427135751e-01,-4.508580786612339963e+00
6.733668341708543004e-01,-4.211527630668265409e+00
6.783919597989950256e-01,-3.833501768056017500e+00
6.834170854271356399e-01,-3.383967232011659831e+00
6.884422110552763652e-01,-2.873496582399662991e+00
6.934673366834170904e-01,-2.313582985904665268e+00
6.984924623115578157e-01,-1.716434929346919214e+00
7.035175879396985410e-01,-1.094757158960966814e+00
7.085427135678391553e-01,-4.615217408361296236e-01
7.135678391959798805e-01,1.702666289994217985e-01
7.185929648241206058e-01,7.878067778335268168e-01
7.236180904522613311e-01,1.378734306387304098e+00
7.286432160804020564e-01,1.931347571806534269e+00
7.336683417085426706e-01,2.434822125306504770e+00
7.386934673366833959e-01,2.879409495027560606e+00
7.437185929648241212e-01,3.256616454554468909e+00
7.487437185929648464e-01,3.559361245054337264e+00
7.537688442211055717e-01,3.782103619000079853e+00
7.587939698492462970e-01,3.920946039363900404e+00
7.638190954773869112e-01,3.973703891970091995e+00
7.688442211055276365e-01,3.939943141092825840e+00
7.738693467336683618e-01,3.820984468956826863e+00
7.788944723618090871e-01,3.619873577197441961e+00
7.839195979899498123e-01,3.341317980485784656e+00
7.889447236180904266e-01,2.991591276848889702e+00
7.939698492462311519e-01,2.578406522879549634e+00
7.989949748743718771e-01,2.110760962194103030e+00
8.040201005025126024e-01,1.598754939563444388e+00
8.090452261306533277e-01,1.053388369025025195e+00
8.140703517587939420e-01,4.863386006455931998e-01
8.190954773869346672e-01,-9.027606289205011847e-02
8.241206030150753925e-01,-6.641426211761384257e-01
8.291457286432161178e-01,-1.223004582862713407e+00
8.341708542713568431e-01,-1.754913156704858368e+00
8.391959798994974573e-01,-2.248473408099982418e+00
8.442211055276381826e-01,-2.693080410928159196e+00
8.492462311557789079e-01,-3.079140572956230670e+00
8.542713567839196331e-01,-3.398273560084025480e+00
8.592964824120603584e-01,-3.643490586685820265e+00
8.643216080402009727e-01,-3.809345270755961188e+00
8.693467336683416979e-01,-3.892053766106535306e+00
8.743718592964824232e-01,-3.889581470312995837e+00
8.793969849246231485e-01,-3.801694255660166277e+00
8.844221105527638738e-01,-3.629972868771013328e+00
8.894472361809044880e-01,-3.377789879459111244e+00
8.944723618090452133e-01,-3.050249316229702856e+00
8.994974874371859386e-01,-2.654089889680561587e+00
9.045226130653266639e-01,-2.197553460354289001e+00
9.095477386934673891e-01,-1.690221138826653924e+00
9.145728643216080034e-01,-1.142820097679895230e+00
9.195979899497487287e-01,-5.670048127660837212e-01
9.246231155778894539e-01,2.488297905460798778e-02
9.296482412060301792e-01,6.200708294097894147e-01
9.346733668341709045e-01,1.205623461662002516e+00
9.396984924623115187e-01,1.768716518681124228e+00
9.447236180904522440e-01,2.296910519217124858e+00
9.497487437185929693e-01,2.778419294762917158e+00
9.547738693467336946e-01,3.202367224320699535e+00
9.597989949748744198e-01,3.559029748527307468e+00
9.648241206030150341e-01,3.840051925529179400e+00
9.698492462311557594e-01,4.038640184747129602e+00
9.748743718592964846e-01,4.149722934753745207e+00
9.798994974874372099e-01,4.170076279104686812e+00
9.849246231155779352e-01,4.098411778151999307e+00
9.899497487437186605e-01,3.935423952674629078e+00
9.949748743718592747e-01,3.683796041894418227e+00
1.000000000000000000e+00,3.348163387941441638e+00
